TagID,Power,Antenna,TripDate,Distance
2020 164.380 186,69,Whip,4/19/2021,168.4555004
2020 164.380 186,75,Whip,4/23/2021,176.6679031
2020 164.380 186,70,Whip,4/26/2021,175.2356518
2020 164.380 186,83,Whip,4/30/2021,163.9156327
2020 164.380 186,90,Whip,5/3/2021,161.8319453
2020 164.380 186,79,Whip,5/7/2021,169.4415431
2020 164.380 186,94,Whip,5/27/2021,154.4688339
2020 164.380 176,72,Whip,11/17/2020,36.18845456
2020 164.380 176,82,Whip,11/19/2020,32.62958115
2020 164.380 176,72,Whip,11/24/2020,32.23224687
2020 164.380 176,65,Whip,11/27/2020,43.2529339
2020 164.380 176,69,Whip,12/1/2020,45.85949754
2020 164.380 176,78,Whip,12/3/2020,31.18289361
2020 164.380 176,86,Whip,12/11/2020,40.75007568
2020 164.380 176,106,Whip,12/8/2020,8.364888884
2020 164.380 188,50,Whip,12/11/2020,242.049527
2020 164.380 188,101,Whip,12/14/2020,122.9821042
2020 164.380 188,114,Whip,12/21/2020,141.8713091
